min_carry_spread,momentum_weight,trend_filter_sma,atr_stop_multiplier,composite_threshold,tp_multiplier,max_risk_per_pair,total_return,sharpe,sortino,max_drawdown,num_trades,win_rate,profit_factor,avg_holding_days
0.005,0.4,50,3.0,0.02,3.0,0.02,-0.005560388769918354,-0.338291233586068,-0.4162797157083672,0.013329829128815897,47,0.23404255319148937,0.8161201644731774,123.91489361702128
0.02,0.4,50,3.0,0.1,2.0,0.01,-0.001563801054100477,-0.34091767324161126,-0.4117731928467676,0.003924215896593316,32,0.3125,0.8585896828472024,68.875
0.02,0.5,50,2.5,0.1,1.5,0.01,-0.0016973620597434639,-0.3410204451917354,-0.34910557266901937,0.003680087493458862,49,0.3877551020408163,0.8967396541999784,42.59183673469388
0.02,0.4,50,3.0,0.1,2.0,0.025,-0.00391860253402323,-0.34107069909918347,-0.4119604361446781,0.009792900235865645,32,0.3125,0.8580900032796611,68.875
0.01,0.7,50,3.0,0.05,1.5,0.015,-0.003909931539262616,-0.34143171697221886,-0.41245932770936344,0.009607522123704177,68,0.4411764705882353,0.8783704213921477,73.30882352941177
0.005,0.6,50,2.0,0.05,2.0,0.015,-0.0037521893006593745,-0.34314634924615384,-0.43034671200789343,0.008433598484411097,105,0.34285714285714286,0.9637174977174707,42.733333333333334
0.015,0.4,50,3.0,0.02,3.0,0.015,-0.00338140674706141,-0.3432338713985228,-0.43358130035755266,0.007948718418950724,56,0.26785714285714285,0.8961302978486939,105.67857142857143
0.01,0.4,50,3.0,0.03,4.0,0.02,-0.005429112547843542,-0.34686476953797657,-0.3937394244512239,0.012243161850214223,30,0.23333333333333334,0.6898792022840083,196.43333333333334
0.015,0.6,50,3.0,0.08,2.5,0.02,-0.0043633785373478895,-0.34932850538868476,-0.4117718786842864,0.009293790768477927,33,0.24242424242424243,0.7625157109397322,113.24242424242425
0.02,0.6,50,2.5,0.05,4.0,0.01,-0.002433548759737314,-0.35387734151700206,-0.4707796838807978,0.005986637062308008,47,0.23404255319148937,0.8275816027825897,99.27659574468085
0.02,0.4,50,2.5,0.02,4.0,0.02,-0.003918782221044967,-0.3572358733977074,-0.4692144534430335,0.008295198545031437,46,0.2391304347826087,0.8670549559980862,127.95652173913044
0.005,0.6,20,3.0,0.1,2.5,0.015,-0.0034906061675582896,-0.35729702485068965,-0.4420312556873036,0.00686109816599066,41,0.2682926829268293,0.7994205986559606,91.65853658536585
0.01,0.5,50,2.5,0.05,4.0,0.01,-0.002607150891300407,-0.36160350740491237,-0.4514281956092814,0.0053873280272755935,42,0.23809523809523808,0.7761881321739829,123.45238095238095
0.005,0.7,50,2.5,0.1,4.0,0.01,-0.0022994828246608087,-0.36230825182733123,-0.43597666405769303,0.005198439502324985,33,0.21212121212121213,0.7245197374548371,105.6969696969697
0.005,0.4,20,2.5,0.05,3.0,0.01,-0.003000511269264098,-0.3626824243868254,-0.46062384574961873,0.00569097129507953,44,0.22727272727272727,0.7510186328261474,122.70454545454545
0.015,0.7,50,2.5,0.08,2.0,0.02,-0.004397235912195029,-0.3631446333495199,-0.439263218882301,0.010898783792302025,55,0.3090909090909091,0.8598036307620754,61.70909090909091
0.01,0.4,20,2.5,0.05,2.0,0.025,-0.006977300602933683,-0.3648801270973952,-0.4450797675196948,0.014400303376726695,59,0.3220338983050847,0.8232287393226215,86.08474576271186
0.01,0.4,20,2.5,0.05,2.0,0.02,-0.005583862956846715,-0.3652708893528136,-0.44553236982884986,0.011536294807748506,59,0.3220338983050847,0.8232285885812421,86.08474576271186
0.015,0.5,20,2.5,0.08,3.0,0.02,-0.004574185528192757,-0.36897549430923354,-0.4254025546533248,0.009791478458234377,46,0.2391304347826087,0.8312044999218233,78.21739130434783
0.015,0.5,20,2.5,0.08,3.0,0.015,-0.0034317007634873152,-0.3692302738541979,-0.42564699198901057,0.00735359991256119,46,0.2391304347826087,0.8312789688891896,78.21739130434783
0.015,0.7,20,2.5,0.03,3.0,0.025,-0.006946485829958255,-0.36965986309441035,-0.4800483992697526,0.01415132848038036,59,0.2711864406779661,0.8475380116089563,99.22033898305085
0.01,0.7,20,2.5,0.05,1.5,0.02,-0.005252167150874884,-0.3702540863932455,-0.45762378112365937,0.012754273604989876,98,0.3979591836734694,0.9443832658342496,50.10204081632653
0.02,0.5,50,2.0,0.08,4.0,0.025,-0.0050185666192209466,-0.3702934734601656,-0.42087244236547405,0.011452651536890231,39,0.20512820512820512,0.7955938815727606,71.82051282051282
0.015,0.6,50,2.5,0.1,2.0,0.01,-0.002021282958570373,-0.3703943883082662,-0.39261283449947015,0.0035399447544733112,45,0.3111111111111111,0.8363717305023715,57.13333333333333
0.02,0.7,50,2.5,0.03,2.5,0.025,-0.007462993149970717,-0.3705717622367766,-0.4696411395769428,0.01961808081455444,66,0.2878787878787879,0.8487433443944488,87.04545454545455
0.005,0.5,50,2.5,0.1,2.0,0.01,-0.002018921009984915,-0.37145925632243176,-0.4678813092076107,0.004021006956911449,48,0.3125,0.8568355200020079,56.3125
0.005,0.7,20,3.0,0.1,2.5,0.01,-0.0023876918875116097,-0.3718369237430997,-0.44678153467730003,0.0052508865772398355,36,0.2777777777777778,0.7709238951443658,98.97222222222223
0.02,0.4,50,2.5,0.02,2.5,0.025,-0.006425727239194675,-0.3730792429002421,-0.4547797818353079,0.016040315052988852,60,0.2833333333333333,0.8571337497051793,97.3
0.015,0.6,50,3.0,0.1,3.0,0.01,-0.00218122037665089,-0.3739439047856091,-0.4357993649493794,0.0041418232943620185,26,0.19230769230769232,0.6787971472135773,130.42307692307693
0.005,0.6,20,2.5,0.05,1.5,0.025,-0.007003777074244863,-0.3746522069124607,-0.4345489006157243,0.016772986564379526,102,0.4019607843137255,0.940706801713549,46.76470588235294
0.005,0.7,50,2.0,0.05,2.0,0.01,-0.002681375674713927,-0.37736392742119484,-0.47036307339272104,0.006408061889683859,97,0.35051546391752575,0.9321205641638645,47.92783505154639
0.01,0.6,50,2.5,0.02,2.5,0.025,-0.007324309588228643,-0.3779403258395514,-0.4773191828127117,0.01734467329890871,67,0.29850746268656714,0.8606491018506643,87.61194029850746
0.01,0.7,20,2.5,0.03,3.0,0.015,-0.004284175964775349,-0.3779976547228594,-0.48351086852419467,0.008790823981209596,59,0.2711864406779661,0.8415001347153183,99.28813559322033
0.01,0.6,50,2.5,0.02,2.5,0.02,-0.00586414299801123,-0.37844489590578295,-0.477908789038318,0.013904092921973676,67,0.29850746268656714,0.8606475807001522,87.61194029850746
0.015,0.5,20,2.0,0.08,2.0,0.01,-0.0021632156507854234,-0.3793091823967687,-0.41733395266113876,0.004768072168256533,78,0.3333333333333333,0.9331646300966057,38.782051282051285
0.01,0.6,50,2.5,0.1,1.5,0.02,-0.004587963931057894,-0.3816663973956789,-0.4151674164739969,0.0076618331585699305,62,0.3709677419354839,0.8726222760704476,44.645161290322584
0.02,0.5,20,2.5,0.08,1.5,0.02,-0.004432421910096018,-0.3816903906730386,-0.3874286648990463,0.010046282211686831,61,0.39344262295081966,0.8871965646566496,50.19672131147541
0.005,0.6,50,3.0,0.05,2.0,0.02,-0.005822079966455931,-0.38203661699266017,-0.49967854393656486,0.011910576877833413,54,0.3148148148148148,0.8048795962588183,96.35185185185185
0.005,0.4,50,2.5,0.03,3.0,0.02,-0.0062853402480504885,-0.3852962649177289,-0.47465856270093226,0.012078206444288067,53,0.2641509433962264,0.7840584782557454,106.39622641509433
0.005,0.5,20,2.5,0.08,2.5,0.025,-0.007402514078549284,-0.3904840751514842,-0.4872361960948731,0.015430877178404386,57,0.24561403508771928,0.8059620027519808,81.57894736842105
0.005,0.5,50,3.0,0.03,1.5,0.02,-0.005754348788878706,-0.39248862377878935,-0.5002670024425172,0.010720934960676262,77,0.38961038961038963,0.8878734539827988,70.32467532467533
0.005,0.7,20,3.0,0.05,1.5,0.015,-0.004379055416410265,-0.39315181809501315,-0.4794741372176725,0.010098399178983848,74,0.4189189189189189,0.8720613763539345,69.27027027027027
0.02,0.7,20,3.0,0.1,3.0,0.025,-0.005243579622876423,-0.3936852201476701,-0.4531810422611565,0.010664105742060923,25,0.24,0.7102238983089423,122.72
0.005,0.4,50,3.0,0.03,1.5,0.01,-0.0030307599914557067,-0.39382339097112035,-0.47854953526434957,0.005702967434168539,73,0.3972602739726027,0.8645562696585765,75.35616438356165
0.005,0.6,20,3.0,0.03,2.0,0.01,-0.0027916155676745986,-0.39390082062403203,-0.5142232867960513,0.005452320931722466,65,0.3384615384615385,0.8738348907587479,88.53846153846153
0.005,0.5,20,3.0,0.1,2.0,0.025,-0.0062906611502749725,-0.39396184015149366,-0.5133705442452866,0.012186016249811719,43,0.2558139534883721,0.7981593960071025,79.04651162790698
0.02,0.7,20,3.0,0.1,3.0,0.01,-0.002098306707998272,-0.3940518661386362,-0.45342424402464565,0.004280468856837486,25,0.24,0.7106273279166827,122.72
0.02,0.5,50,3.0,0.08,4.0,0.025,-0.005546060458656284,-0.3945917275697772,-0.46128477643275395,0.011387730107317173,22,0.18181818181818182,0.6436485050575443,143.3181818181818
0.01,0.4,50,3.0,0.02,1.5,0.01,-0.0028059829897036253,-0.39465876000719075,-0.46797875078857454,0.005982878489306462,78,0.3974358974358974,0.8998720230107977,73.62820512820512
0.015,0.6,20,3.0,0.1,2.5,0.025,-0.005844885608046606,-0.39629831857022246,-0.4749806474137163,0.010483702383420581,36,0.25,0.7659005525379244,93.72222222222223
0.01,0.5,20,2.5,0.02,3.0,0.02,-0.005675795001526858,-0.39638252167703514,-0.48976999167556645,0.00996393408861785,60,0.25,0.8415441325982814,98.48333333333333
0.005,0.5,50,3.0,0.08,1.5,0.025,-0.006902707852879976,-0.3973148473145703,-0.47421964098437625,0.015153836467009471,58,0.3793103448275862,0.8299831625955086,67.60344827586206
0.005,0.5,50,3.0,0.08,1.5,0.01,-0.002759889468098845,-0.3976908846599603,-0.4745189090725914,0.006085703746932307,58,0.3793103448275862,0.8302410641769574,67.60344827586206
0.005,0.6,20,2.5,0.1,2.5,0.015,-0.003699105153362907,-0.400577082002751,-0.49034978693977727,0.006869083792450515,50,0.26,0.8155374961318455,69.58
0.005,0.7,50,2.5,0.02,1.5,0.01,-0.003141905800522363,-0.400843272668148,-0.51641096849329,0.0062107008948585575,119,0.40336134453781514,0.9496134291448727,48.52100840336134
0.02,0.7,20,2.0,0.02,2.0,0.025,-0.008125435767687305,-0.404165562386741,-0.5240737611660097,0.015633386049362544,118,0.3559322033898305,0.9350441234033069,49.983050847457626
0.005,0.5,20,2.0,0.1,2.0,0.015,-0.0036675821154548613,-0.4056486118132845,-0.4558579666101468,0.006905385621615609,70,0.3142857142857143,0.8817617782886011,39.114285714285714
0.01,0.5,50,3.0,0.02,1.5,0.02,-0.0057643114508387225,-0.40686552772269713,-0.49045251973821574,0.011809678631894019,75,0.38666666666666666,0.8836361658208524,76.32
0.01,0.5,50,3.0,0.02,1.5,0.015,-0.00432365050547407,-0.4070498495954521,-0.49064354076893546,0.008869132699437409,75,0.38666666666666666,0.8837187951616366,76.32
0.02,0.7,50,3.0,0.08,4.0,0.015,-0.0040329423131217484,-0.4095834472529709,-0.4937448165946891,0.009432709444131548,32,0.21875,0.7095986268742008,113.15625
0.01,0.5,20,3.0,0.08,2.5,0.015,-0.004376885738049168,-0.40969737910937154,-0.534523619489935,0.008793769708711026,42,0.23809523809523808,0.7555784675987248,109.71428571428571
0.015,0.6,50,3.0,0.1,4.0,0.01,-0.002465231510757003,-0.4122142407597686,-0.47594476525466306,0.004439417214788026,24,0.16666666666666666,0.5999916305785555,143.04166666666666
0.015,0.6,50,2.0,0.1,4.0,0.01,-0.0023279228098537713,-0.41281689738797406,-0.4436888986916366,0.004377265219595838,36,0.16666666666666666,0.707559479340823,77.80555555555556
0.015,0.7,20,3.0,0.1,2.5,0.01,-0.002354214596483216,-0.4133338161771412,-0.47645782798881603,0.004582543588730147,29,0.2413793103448276,0.7155889753970229,104.34482758620689
0.015,0.6,20,2.0,0.05,2.5,0.015,-0.0043902664323851055,-0.4150488702074702,-0.5006051873565003,0.010206690322441177,83,0.2891566265060241,0.87972779922731,57.83132530120482
0.005,0.5,50,2.0,0.03,4.0,0.01,-0.003372825508550013,-0.4168798070915661,-0.5391845493485496,0.005252898560747473,73,0.2054794520547945,0.8315369028405687,75.76712328767124
0.015,0.4,20,2.5,0.05,4.0,0.01,-0.0029732701134780656,-0.4170670628084015,-0.49851421779668253,0.005614029082536622,35,0.22857142857142856,0.6751939926814354,131.42857142857142
0.015,0.6,50,3.0,0.08,3.0,0.01,-0.0026444497285246327,-0.4234177747270578,-0.49763644324443507,0.005541025195648153,32,0.21875,0.6981098559254132,119.5
0.005,0.5,50,2.0,0.05,4.0,0.02,-0.006354518461681583,-0.42346558881544877,-0.5540562782735294,0.011141126148709738,63,0.20634920634920634,0.8013963706031301,79.84126984126983
0.005,0.5,50,3.0,0.02,3.0,0.015,-0.00435327506805741,-0.4235872103844992,-0.5328088190493225,0.008121904013385832,48,0.25,0.8079275801691839,123.75
0.005,0.7,20,3.0,0.1,2.0,0.015,-0.0038676431308835163,-0.4248749866004068,-0.5134365624974274,0.0076967043671104405,45,0.3111111111111111,0.7956990466673021,77.11111111111111
0.01,0.7,20,2.5,0.02,3.0,0.025,-0.008032701853471954,-0.42698583782949595,-0.5403176297916782,0.015375257138331643,61,0.26229508196721313,0.8183188567599368,98.0
0.02,0.4,20,3.0,0.08,1.5,0.015,-0.0034905400895507773,-0.4273357680710937,-0.495607383993996,0.006735575137723457,38,0.34210526315789475,0.7802001082895849,70.65789473684211
0.005,0.4,50,2.5,0.02,2.0,0.02,-0.006984209245518723,-0.4295772125562748,-0.5008852706227547,0.014239671717230845,84,0.32142857142857145,0.8542677648035548,68.82142857142857
0.02,0.7,50,3.0,0.08,2.5,0.025,-0.006764560566411092,-0.42961425163285494,-0.5070479863048617,0.015126791669028925,36,0.25,0.7351475832529878,95.02777777777777
0.005,0.5,20,3.0,0.03,3.0,0.01,-0.0035789856610787684,-0.42963957580055134,-0.531965722858323,0.006276139848756841,48,0.22916666666666666,0.7481940018781134,121.91666666666667
0.02,0.5,50,2.5,0.08,4.0,0.025,-0.005988121029899921,-0.4299057213843121,-0.4732462051118699,0.012715844789935577,26,0.19230769230769232,0.645649613648073,111.53846153846153
0.01,0.6,50,2.5,0.02,3.0,0.01,-0.002932886012632371,-0.43197725588792385,-0.5304287895892899,0.005497493719236019,62,0.27419354838709675,0.8492012695110965,94.88709677419355
0.01,0.6,20,2.5,0.05,3.0,0.01,-0.0030835293701179036,-0.4348076693234522,-0.5418886831612834,0.006893923166314977,62,0.22580645161290322,0.8255350579782526,85.93548387096774
0.01,0.5,50,3.0,0.08,2.0,0.02,-0.00601710742523952,-0.4371137513036193,-0.5560737305147471,0.011867632937947854,45,0.28888888888888886,0.7531809502051192,95.04444444444445
0.005,0.4,20,2.5,0.03,2.5,0.01,-0.003464581953927991,-0.4373328529907342,-0.522892254921097,0.006370588315086609,63,0.2698412698412698,0.7903511626226869,91.15873015873017
0.02,0.6,50,2.5,0.03,1.5,0.015,-0.004495866734366137,-0.4380671821915699,-0.5196575014709541,0.010037243840534373,111,0.40540540540540543,0.9459557450092679,48.153153153153156
0.02,0.7,20,2.0,0.08,3.0,0.025,-0.006529683772651333,-0.43825229693772955,-0.5027526501113622,0.01276349963521748,55,0.21818181818181817,0.8052047564650396,55.61818181818182
0.01,0.5,20,2.5,0.03,4.0,0.025,-0.008180008250659303,-0.43838423019389156,-0.5296272553197673,0.013903304574427445,48,0.22916666666666666,0.738290688493336,119.91666666666667
0.01,0.4,20,3.0,0.08,4.0,0.015,-0.004884595900895656,-0.4387392987369451,-0.548290372685343,0.008994044477782053,27,0.18518518518518517,0.5591420518290702,170.03703703703704
0.005,0.5,20,3.0,0.03,1.5,0.02,-0.006539828626752133,-0.4396430485024666,-0.5647630063063583,0.011476054624882385,78,0.3717948717948718,0.8628514115952635,71.61538461538461
0.005,0.5,20,3.0,0.03,1.5,0.015,-0.004904377389981819,-0.43972610594233563,-0.5648631905222901,0.00861622004158067,78,0.3717948717948718,0.8630350746020228,71.61538461538461
0.01,0.5,50,3.0,0.1,2.0,0.015,-0.004178369927339081,-0.44033879201338344,-0.5546589166613906,0.0075944831502915795,37,0.24324324324324326,0.7019531725124412,88.4054054054054
0.015,0.5,50,3.0,0.08,2.0,0.025,-0.006691888935992902,-0.4427741798943567,-0.5126756273563433,0.01325141956859122,41,0.2926829268292683,0.7659925635831097,86.48780487804878
0.005,0.5,50,3.0,0.03,3.0,0.015,-0.005504669132265262,-0.44384418085347366,-0.5478006433770114,0.009307062438225218,49,0.22448979591836735,0.7427436895132155,117.0204081632653
0.015,0.4,20,3.0,0.08,2.0,0.025,-0.006963226579564216,-0.445320007400995,-0.5299877959267824,0.012532567709274411,41,0.2926829268292683,0.7504961003090996,90.0
0.015,0.4,20,2.5,0.08,4.0,0.02,-0.0058460364978961295,-0.44926680839702654,-0.5155108502253305,0.010281531062073994,30,0.2,0.6085884702981488,121.6
0.005,0.5,20,2.5,0.05,2.5,0.02,-0.007274616599118599,-0.45259420970889,-0.5431453418223853,0.014165080695304727,61,0.2459016393442623,0.7766187359214233,89.34426229508196
0.005,0.5,50,3.0,0.05,2.0,0.02,-0.00683426382466816,-0.4528575415461458,-0.5646974341296873,0.013468423935975738,51,0.29411764705882354,0.7510203430789414,100.90196078431373
0.005,0.4,50,3.0,0.03,2.0,0.015,-0.005575558764804446,-0.4544117893061662,-0.5698736381263804,0.009494731070571881,62,0.3225806451612903,0.7850834353421512,90.96774193548387
0.015,0.6,20,3.0,0.05,3.0,0.01,-0.003223525943910936,-0.4552487206223263,-0.5872579897326433,0.005577655990695665,48,0.2708333333333333,0.7711206873375447,113.75
0.01,0.7,20,2.5,0.03,4.0,0.025,-0.008175490872366499,-0.457193883678058,-0.6172373712203602,0.015339020214097172,51,0.23529411764705882,0.7666136254217591,115.41176470588235
0.005,0.5,50,3.0,0.08,2.5,0.015,-0.005181849095859943,-0.45879785665080597,-0.5852352515631589,0.010163747558892476,41,0.24390243902439024,0.6858286094099115,115.4390243902439
0.005,0.5,20,3.0,0.03,2.5,0.01,-0.003794056924685137,-0.45954902120597874,-0.5939856469512427,0.006040551359659301,53,0.2641509433962264,0.7471868139103838,110.20754716981132
0.02,0.6,50,3.0,0.03,2.5,0.01,-0.0030413967530483203,-0.4602858044804132,-0.5852287120490949,0.006652338599768851,61,0.29508196721311475,0.8469444539264129,95.06557377049181
0.015,0.6,20,3.0,0.03,2.0,0.025,-0.00898891482568346,-0.4639632365770282,-0.6056868322682255,0.017704310307160395,69,0.3188405797101449,0.8263409200661334,83.18840579710145
0.015,0.6,20,3.0,0.03,2.0,0.01,-0.0035990594299518852,-0.46472259769864127,-0.6065454538003402,0.007118631960680028,69,0.3188405797101449,0.8266975028425995,83.18840579710145
0.015,0.5,50,2.0,0.1,3.0,0.02,-0.004877365409146587,-0.466095784923067,-0.5119506055427905,0.009290298618320158,42,0.19047619047619047,0.7456630813977284,56.92857142857143
0.015,0.7,50,3.0,0.08,4.0,0.025,-0.008022523946410074,-0.4662495446545907,-0.5688191534523476,0.016595353730024572,35,0.2,0.6662483390122798,115.4
0.015,0.7,50,3.0,0.08,4.0,0.015,-0.004819736693958257,-0.46694801755784116,-0.5695368511155807,0.00999346008254387,35,0.2,0.6666869069334146,115.4
0.005,0.4,20,3.0,0.05,1.5,0.015,-0.005487556506372202,-0.4677144113373891,-0.5746656999364588,0.0099272418410157,61,0.36065573770491804,0.7672405260593279,84.21311475409836
0.015,0.7,50,3.0,0.02,4.0,0.025,-0.00863315082015848,-0.4677177964091005,-0.6283829677048908,0.017432294056136673,39,0.23076923076923078,0.7253030048639482,153.3846153846154
0.01,0.6,20,2.0,0.05,2.0,0.01,-0.0032371600789883816,-0.4678705230731323,-0.5959802678990694,0.00597585412446427,116,0.33620689655172414,0.9312574833010829,40.16379310344828
0.01,0.5,50,3.0,0.1,1.5,0.02,-0.005876888734461972,-0.4707055677413694,-0.5281183218619786,0.010702346858222772,47,0.3404255319148936,0.7555806904913999,63.48936170212766
0.01,0.5,50,2.5,0.08,2.5,0.02,-0.006697561939060397,-0.4711601348306841,-0.5858132877566741,0.0123055678232378,46,0.21739130434782608,0.6915970560274286,88.78260869565217
0.005,0.6,50,2.5,0.1,4.0,0.015,-0.004309186803442862,-0.4715736648215958,-0.5872700351773295,0.0067845266783406934,38,0.15789473684210525,0.6920693369174052,82.92105263157895
0.01,0.5,20,2.5,0.08,2.0,0.01,-0.0034020823271652626,-0.47315842157261223,-0.5315075177644454,0.006406526973719407,58,0.29310344827586204,0.7486248858074723,70.70689655172414
0.02,0.6,20,3.0,0.08,2.0,0.02,-0.005236664991118159,-0.4732762081956816,-0.5566690188640283,0.009514012241579385,44,0.29545454545454547,0.7916792380929593,75.45454545454545
0.01,0.4,50,2.5,0.05,2.5,0.025,-0.009256738388110388,-0.4739205716243761,-0.5776109891149672,0.015518503800060084,51,0.23529411764705882,0.707252402540698,97.31372549019608
0.015,0.6,20,2.5,0.03,2.0,0.02,-0.007109424948065425,-0.47607852605087353,-0.5578468510681446,0.016413118531262167,82,0.32926829268292684,0.8422622563456413,67.1219512195122
0.005,0.4,50,2.5,0.05,3.0,0.01,-0.003942361364846874,-0.4810467861651445,-0.60204320641926,0.006351601598309008,47,0.2127659574468085,0.6757585563400613,111.2127659574468
0.005,0.6,50,2.5,0.02,3.0,0.01,-0.003603794176114316,-0.4821334648023756,-0.5764772104673759,0.006701886915052459,66,0.25757575757575757,0.8077186580220509,88.71212121212122
0.015,0.4,20,3.0,0.1,2.0,0.015,-0.003869682591522287,-0.4828949448037291,-0.5709231245299125,0.007720528354521994,40,0.275,0.778199381211623,78.3
0.01,0.5,50,3.0,0.02,2.5,0.02,-0.006790804553892085,-0.4833317535371614,-0.612543967729433,0.011436494237263969,58,0.27586206896551724,0.8038575842433413,101.17241379310344
0.015,0.5,50,2.5,0.1,1.5,0.015,-0.0038576357810010085,-0.48451546046633387,-0.49305046806454605,0.0066953047841360165,56,0.35714285714285715,0.8205288812053941,40.94642857142857
0.01,0.4,20,2.5,0.08,4.0,0.025,-0.009004887464075581,-0.48913165602302194,-0.6118045323105548,0.015125000252227377,34,0.17647058823529413,0.5649317134476416,132.55882352941177
0.015,0.4,20,2.5,0.02,3.0,0.025,-0.008300810816125014,-0.49226810427372536,-0.5899089020438163,0.014603188655533061,60,0.25,0.804743903959873,99.66666666666667
0.005,0.5,50,3.0,0.1,3.0,0.015,-0.004842745457948767,-0.49329465021638375,-0.648622544213659,0.008240395490246593,32,0.15625,0.6016775541539088,111.65625
0.01,0.4,20,3.0,0.03,1.5,0.015,-0.005659777079242049,-0.4980579697732436,-0.590175470996553,0.009865446639726966,80,0.3875,0.8332927453691772,68.8125
0.01,0.6,20,2.0,0.05,4.0,0.015,-0.005245431328693085,-0.49857367353424414,-0.6433402080592634,0.009553318353863633,69,0.2028985507246377,0.7976843261939165,75.01449275362319
0.015,0.4,50,3.0,0.02,2.5,0.02,-0.00695220204543788,-0.501318034056055,-0.6236388743336837,0.011776041437465518,56,0.26785714285714285,0.7878822677913578,105.94642857142857
0.005,0.6,20,2.5,0.02,3.0,0.01,-0.0037310669188862083,-0.5032358829856811,-0.6098593772945939,0.006831538225649017,66,0.25757575757575757,0.7972288185243055,88.92424242424242
0.02,0.4,50,3.0,0.02,2.5,0.025,-0.007889463660331967,-0.5040280424011448,-0.6213475017475578,0.01392644181333154,55,0.2909090909090909,0.8072539491004044,107.34545454545454
0.015,0.4,20,3.0,0.05,2.5,0.02,-0.007248584486221662,-0.5076208871846967,-0.6321958620550024,0.01155259815032673,46,0.2391304347826087,0.7249705556633548,98.47826086956522
0.005,0.6,50,3.0,0.1,2.5,0.02,-0.006824473974632129,-0.5084130160058281,-0.632381864843795,0.009705850960396164,36,0.19444444444444445,0.6269483424918838,93.05555555555556
0.01,0.4,20,2.5,0.03,3.0,0.01,-0.003812946687726799,-0.510258166223665,-0.6090204180529121,0.006246384408833776,56,0.25,0.7345033034918349,102.58928571428571
0.01,0.4,20,2.5,0.1,2.0,0.01,-0.0032852013565567903,-0.5103970375027911,-0.6132703256298468,0.006078371136272444,50,0.3,0.7249303648569354,65.56
0.005,0.5,50,2.5,0.05,2.5,0.015,-0.006115561886288197,-0.513786197291651,-0.6144792950218189,0.011014313125438081,62,0.24193548387096775,0.7459081323952698,86.06451612903226
0.005,0.6,50,3.0,0.1,4.0,0.01,-0.0034257061911505296,-0.5163326234178203,-0.635819601100191,0.005122851225317791,30,0.13333333333333333,0.5553724648013755,118.76666666666667
0.015,0.5,50,3.0,0.08,4.0,0.015,-0.004838300405975606,-0.5179392764185045,-0.6102501898601241,0.008511638114336969,27,0.18518518518518517,0.5476815285930331,139.62962962962962
0.02,0.6,50,2.5,0.02,2.5,0.01,-0.0037443971856501593,-0.5198341520600152,-0.6258636334695201,0.008730286189216391,73,0.273972602739726,0.817067852335067,81.27397260273973
0.01,0.5,50,3.0,0.1,4.0,0.02,-0.006857852611921262,-0.5210562954184695,-0.643416968425201,0.011761371203759247,26,0.11538461538461539,0.47706738631335105,129.73076923076923
0.01,0.4,20,3.0,0.1,4.0,0.015,-0.0053768351885184525,-0.5248425588468372,-0.6748838313439074,0.009328083148846573,25,0.12,0.4796285849005758,148.52
0.01,0.4,20,3.0,0.05,2.0,0.025,-0.010437999210412672,-0.5274590122666838,-0.6516635106982989,0.01666242506070562,54,0.2777777777777778,0.7150641538679786,95.87037037037037
0.02,0.7,20,2.0,0.05,2.0,0.01,-0.00352474409153132,-0.5275865588280052,-0.6776878010440183,0.006560961420053636,107,0.32710280373831774,0.8926391855057173,46.532710280373834
0.01,0.6,20,2.5,0.05,2.5,0.02,-0.007483592803315696,-0.5277678610329288,-0.6345082870677009,0.014674049699267971,67,0.2537313432835821,0.7846126793712296,78.74626865671642
0.01,0.4,20,3.0,0.05,2.0,0.02,-0.008357219202820561,-0.5278585240126658,-0.6521065269218981,0.01335210877220585,54,0.2777777777777778,0.7149673359419653,95.87037037037037
0.02,0.7,20,2.0,0.03,4.0,0.02,-0.008027387044374045,-0.529774076132922,-0.6907692071905225,0.013891524432678137,81,0.2222222222222222,0.8102606452679977,70.60493827160494
0.005,0.6,50,2.5,0.1,2.0,0.01,-0.0032249273574573452,-0.5303481150321461,-0.6377047424391911,0.004525280939749612,53,0.2830188679245283,0.7377449766922092,53.56603773584906
0.02,0.4,50,2.5,0.05,2.5,0.025,-0.00821086791162932,-0.5309726426336858,-0.6255430579141527,0.012890633163644178,45,0.2222222222222222,0.7237470667014723,77.5111111111111
0.01,0.4,20,3.0,0.08,1.5,0.02,-0.007534601973606914,-0.5360121383309772,-0.6751799262802993,0.013067346056418726,52,0.3269230769230769,0.7020384256679472,75.78846153846153
0.01,0.5,20,2.5,0.1,2.0,0.015,-0.005048185640066367,-0.5370872208650481,-0.5948913786736229,0.008135194694868144,51,0.27450980392156865,0.7212478921124056,56.96078431372549
0.02,0.7,50,2.5,0.05,2.0,0.02,-0.00782085999975374,-0.5378833369754219,-0.6480462251018101,0.014607788041006832,75,0.3333333333333333,0.792793488762405,65.46666666666667
0.015,0.4,20,2.0,0.1,2.5,0.015,-0.004146381329625874,-0.5385418205136819,-0.6187860410459339,0.007620624340405763,51,0.2549019607843137,0.7695704248866427,47.705882352941174
0.015,0.7,20,2.5,0.05,2.0,0.015,-0.00591378128249984,-0.538632571903358,-0.6623031470760918,0.011105373506445892,75,0.3333333333333333,0.7886971149240759,66.61333333333333
0.01,0.5,50,2.5,0.03,3.0,0.01,-0.004021366870580241,-0.5390499818389042,-0.6719191508774911,0.006189971213167163,58,0.22413793103448276,0.7277810226266928,98.89655172413794
