min_carry_spread,momentum_weight,trend_filter_sma,atr_stop_multiplier,composite_threshold,total_return,sharpe,sortino,max_drawdown,num_trades,win_rate,profit_factor,avg_holding_days
0.005,0.3,50,2.0,0.03,-0.007213587086575426,-0.5780533528352199,-0.694086380506007,0.011456855915741903,109,0.28440366972477066,0.822158728535326,49.44954128440367
0.02,0.5,100,2.5,0.08,-0.004714117880814155,-0.579860462773623,-0.6617555813309566,0.006706531840360525,40,0.2,0.6841925532260893,74.65
0.015,0.3,100,2.0,0.03,-0.006102168524913868,-0.5877152468982749,-0.6793940543288132,0.010549673473915559,92,0.2826086956521739,0.8269322231055989,52.83695652173913
0.02,0.3,100,2.0,0.05,-0.005542538240166468,-0.5887668927895167,-0.6075400226161056,0.009627101111691579,66,0.25757575757575757,0.7639155913611255,50.121212121212125
0.005,0.5,100,2.5,0.05,-0.006655734938017413,-0.5937482958885896,-0.6864844743310022,0.010721503479911342,63,0.2222222222222222,0.7223826007020598,81.28571428571429
0.02,0.3,20,2.0,0.03,-0.005830553030322626,-0.5945917433576711,-0.6866032186343823,0.010144274345633558,87,0.27586206896551724,0.8254923710233227,50.666666666666664
0.005,0.3,20,2.5,0.03,-0.007342751962294133,-0.5957837984937709,-0.7201927118971615,0.01110073019714832,64,0.21875,0.6803319376112946,88.53125
0.005,0.3,50,2.0,0.05,-0.007082193918596022,-0.5965052226248391,-0.7310569045078489,0.01060194395857056,91,0.26373626373626374,0.7743432444563807,52.34065934065934
0.015,0.3,100,2.5,0.08,-0.005046221404965763,-0.597100106444735,-0.6826768988490858,0.007005062182392583,35,0.17142857142857143,0.6165627564041612,79.88571428571429
0.015,0.4,100,2.5,0.05,-0.006102012392605539,-0.5972384357786558,-0.7080945138022233,0.009212146126642536,53,0.20754716981132076,0.6920432379164184,80.30188679245283
0.005,0.4,20,2.0,0.1,-0.005797842467995652,-0.6003725204634828,-0.6895207032873619,0.008647621326140126,60,0.25,0.7037007961466831,50.28333333333333
0.02,0.2,100,2.0,0.03,-0.005682919012916245,-0.6003948435629519,-0.6210015702326175,0.009567763392220612,66,0.25757575757575757,0.7572235886847767,51.121212121212125
0.01,0.5,50,2.0,0.03,-0.006907169439082645,-0.6072098302828998,-0.7280729502945147,0.011341109608599447,107,0.27102803738317754,0.8293120075278747,50.93457943925234
0.015,0.2,50,2.0,0.08,-0.00516014234464601,-0.6095860874732839,-0.7094998786965846,0.008157296204666984,64,0.25,0.763721877069741,38.265625
0.01,0.5,20,2.0,0.05,-0.0069092129504632616,-0.6154318702705729,-0.7137991236416947,0.010663364493574924,88,0.2727272727272727,0.7662659920684863,57.05681818181818
0.02,0.3,50,2.0,0.05,-0.00586609544499588,-0.6172404885925538,-0.6409049607191792,0.009627101111474953,64,0.25,0.7341623373431126,49.703125
0.015,0.3,100,2.0,0.05,-0.006110302881160897,-0.6172405260468595,-0.6418375309589796,0.010362336793193785,73,0.2602739726027397,0.7565182593295412,50.082191780821915
0.01,0.2,100,2.0,0.03,-0.008099988374764652,-0.6174759567840659,-0.6888918026310784,0.013011331174726297,95,0.2631578947368421,0.7503876175190325,55.33684210526316
0.01,0.3,20,2.0,0.03,-0.007693585598319041,-0.6196738876746541,-0.7133875094621225,0.012210371527790753,101,0.27722772277227725,0.779735313285333,54.2970297029703
0.005,0.4,50,2.5,0.1,-0.006537118907115801,-0.6203647311343512,-0.6976238278222134,0.010656180689391514,45,0.2,0.6101450814567495,77.31111111111112
